side_length,matchup,round,actor,actor_policy,action_index,candidate_action_type,candidate_target,candidate_source,candidate_field_type,tunnel_score,normal_baseline,opportunity_cost,chosen,reasons
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_entrance,"(3, -2)",,,0.3647,0.7678,0.4031,F,resource_fit:0.1146|tunnel_access_gain:0.1500|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.4031
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_entrance,"(3, -1)",,,0.2647,0.7678,0.5031,F,resource_fit:0.1146|tunnel_access_gain:0.0500|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5031
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-3, 1)","(-2, 0)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-2, -1)","(-2, 0)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-2, 1)","(-2, 0)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-1, -1)","(-2, 0)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-1, 0)","(-2, 0)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-2, -1)","(-1, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-2, 0)","(-1, -1)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-1, -2)","(-1, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-1, 0)","(-1, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(0, -2)","(-1, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(0, -1)","(-1, -1)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-1, -1)","(0, -1)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(-1, 0)","(0, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(0, -2)","(0, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(0, 0)","(0, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(1, -2)","(0, -1)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(1, -1)","(0, -1)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(0, -2)","(1, -2)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(0, -1)","(1, -2)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(1, -1)","(1, -2)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(2, -3)","(1, -2)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(2, -2)","(1, -2)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(0, -1)","(1, -1)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(0, 0)","(1, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(1, -2)","(1, -1)",,0.1798,0.7678,0.588,F,resource_fit:0.1000|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5880
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(1, 0)","(1, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(2, -2)","(1, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,tunnel_extend,"(2, -1)","(1, -1)",,0.2381,0.7678,0.5297,F,resource_fit:0.1000|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.5297
4,utility_tunneler_vs_utility_balancer,16,player,utility_tunneler,3,wait,,,,0.0,0.7678,0.7678,F,opportunity_cost:-0.7678
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(-2, -1)",,,0.498,1.1942,0.6962,F,resource_fit:0.1979|tunnel_access_gain:0.2000|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.6962
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(-1, -2)",,,0.448,1.1942,0.7462,F,resource_fit:0.1979|tunnel_access_gain:0.1500|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.7462
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(0, -2)",,,0.498,1.1942,0.6962,F,resource_fit:0.1979|tunnel_access_gain:0.2000|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.6962
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(0, 0)",,,0.398,1.1942,0.7962,F,resource_fit:0.1979|tunnel_access_gain:0.1000|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.7962
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(2, -3)",,,0.448,1.1942,0.7462,F,resource_fit:0.1979|tunnel_access_gain:0.1500|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.7462
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(2, -2)",,,0.548,1.1942,0.6462,F,resource_fit:0.1979|tunnel_access_gain:0.2500|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.6462
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(3, -3)",,,0.448,1.1942,0.7462,F,resource_fit:0.1979|tunnel_access_gain:0.1500|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.7462
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(3, -2)",,,0.448,1.1942,0.7462,F,resource_fit:0.1979|tunnel_access_gain:0.1500|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.7462
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_entrance,"(3, -1)",,,0.348,1.1942,0.8462,F,resource_fit:0.1979|tunnel_access_gain:0.0500|enemy_tunnel_threat:0.0094|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8462
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-3, 1)","(-2, 0)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-2, -1)","(-2, 0)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-2, 1)","(-2, 0)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-1, -1)","(-2, 0)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-1, 0)","(-2, 0)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-3, 1)","(-2, 1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-3, 2)","(-2, 1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-2, 0)","(-2, 1)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-2, 2)","(-2, 1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-1, 0)","(-2, 1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-1, 1)","(-2, 1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-2, -1)","(-1, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-2, 0)","(-1, -1)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-1, -2)","(-1, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-1, 0)","(-1, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(0, -2)","(-1, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(0, -1)","(-1, -1)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-1, -1)","(0, -1)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(-1, 0)","(0, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(0, -2)","(0, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(0, 0)","(0, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(1, -2)","(0, -1)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(1, -1)","(0, -1)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(0, -2)","(1, -2)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(0, -1)","(1, -2)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(1, -1)","(1, -2)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(2, -3)","(1, -2)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(2, -2)","(1, -2)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(0, -1)","(1, -1)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(0, 0)","(1, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(1, -2)","(1, -1)",,0.2464,1.1942,0.9477,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.9477
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(1, 0)","(1, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(2, -2)","(1, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,tunnel_extend,"(2, -1)","(1, -1)",,0.3048,1.1942,0.8894,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0141|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0907|opportunity_cost:-0.8894
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,1,wait,,,,0.0,1.1942,1.1942,F,opportunity_cost:-1.1942
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,2,tunnel_entrance,"(-2, -1)",,,0.4114,1.1615,0.7501,F,resource_fit:0.1146|tunnel_access_gain:0.2000|enemy_tunnel_threat:0.0088|collapse_risk:-0.0000|territory_pressure:0.0880|opportunity_cost:-0.7501
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,2,tunnel_entrance,"(-1, -2)",,,0.3614,1.1615,0.8001,F,resource_fit:0.1146|tunnel_access_gain:0.1500|enemy_tunnel_threat:0.0088|collapse_risk:-0.0000|territory_pressure:0.0880|opportunity_cost:-0.8001
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,2,tunnel_entrance,"(0, -2)",,,0.4614,1.1615,0.7001,F,resource_fit:0.1146|tunnel_access_gain:0.2500|enemy_tunnel_threat:0.0088|collapse_risk:-0.0000|territory_pressure:0.0880|opportunity_cost:-0.7001
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,2,tunnel_entrance,"(0, 0)",,,0.3114,1.1615,0.8501,F,resource_fit:0.1146|tunnel_access_gain:0.1000|enemy_tunnel_threat:0.0088|collapse_risk:-0.0000|territory_pressure:0.0880|opportunity_cost:-0.8501
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,2,tunnel_entrance,"(2, -3)",,,0.4114,1.1615,0.7501,F,resource_fit:0.1146|tunnel_access_gain:0.2000|enemy_tunnel_threat:0.0088|collapse_risk:-0.0000|territory_pressure:0.0880|opportunity_cost:-0.7501
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,2,tunnel_entrance,"(2, -2)",,,0.4614,1.1615,0.7001,F,resource_fit:0.1146|tunnel_access_gain:0.2500|enemy_tunnel_threat:0.0088|collapse_risk:-0.0000|territory_pressure:0.0880|opportunity_cost:-0.7001
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,2,tunnel_entrance,"(3, -3)",,,0.3614,1.1615,0.8001,F,resource_fit:0.1146|tunnel_access_gain:0.1500|enemy_tunnel_threat:0.0088|collapse_risk:-0.0000|territory_pressure:0.0880|opportunity_cost:-0.8001
4,utility_tunneler_vs_utility_balancer,17,player,utility_tunneler,2,tunnel_entrance,"(3, -2)",,,0.3614,1.1615,0.8001,F,resource_fit:0.1146|tunnel_access_gain:0.1500|enemy_tunnel_threat:0.0088|collapse_risk:-0.0000|territory_pressure:0.0880|opportunity_cost:-0.8001
